0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	0
0	2	2	0	0	0	0	0
0	3	3	0	0	0	0	0
0	4	4	0	0	0	0	0
0	5	5	0	0	0	0	0
0	6	6	0	0	0	0	0
0	7	7	0	0	0	0	0
1	0	8	0	0	0	0	0
1	1	9	0	0	0	0	0
1	2	10	0	0	0	0	0
1	3	11	0	0	0	0	0
1	4	12	0	0	0	0	0
1	5	13	0	0	0	0	0
1	6	14	0	0	0	0	0
1	7	15	0	0	0	0	0
2	0	16	0	0	0	0	0
2	1	17	0	0	0	0	0
2	2	18	0	0	0	0	0
2	3	19	0	0	0	0	0
2	4	20	0	0	0	0	0
2	5	21	0	0	0	0	0
2	6	22	0	0	0	0	0
2	7	23	0	0	0	0	0
3	0	24	0	0	0	0	0
3	1	25	0	0	0	0	0
3	2	26	0	0	0	0	0
3	3	27	0	0	0	0	0
3	4	28	0	0	0	0	0
3	5	29	0	0	0	0	0
3	6	30	0	0	0	0	0
3	7	31	0	0	0	0	0
4	0	32	0	0	0	0	0
4	1	33	0	0	0	0	0
4	2	34	0	0	0	0	0
4	3	35	0	0	0	0	0
4	4	36	0	0	0	0	0
4	5	37	0	0	0	0	0
4	6	38	0	0	0	0	0
4	7	39	0	0	0	0	0
5	0	40	0	0	0	0	0
5	1	41	0	0	0	0	0
5	2	42	0	0	0	0	0
5	3	43	0	0	0	0	0
5	4	44	0	0	0	0	0
5	5	45	0	0	0	0	0
5	6	46	0	0	0	0	0
5	7	47	0	0	0	0	0
6	0	48	0	0	0	0	0
6	1	49	0	0	0	0	0
6	2	50	0	0	0	0	0
6	3	51	0	0	0	0	0
6	4	52	0	0	0	0	0
6	5	53	0	0	0	0	0
6	6	54	0	0	0	0	0
6	7	55	0	0	0	0	0
7	0	56	0	0	0	0	0
7	1	57	0	0	0	0	0
7	2	58	0	0	0	0	0
7	3	59	0	0	0	0	0
7	4	60	0	0	0	0	0
7	5	61	0	0	0	0	0
7	6	62	0	0	0	0	0
7	7	63	0	0	0	0	0
8	0	64	0	0	0	0	0
8	1	65	0	0	0	0	0
8	2	66	0	0	0	0	0
8	3	67	0	0	0	0	0
8	4	68	0	0	0	0	0
8	5	69	0	0	0	0	0
8	6	70	0	0	0	0	0
8	7	71	0	0	0	0	0
9	0	72	0	0	0	0	0
9	1	73	0	0	0	0	0
9	2	74	0	0	0	0	0
9	3	75	0	0	0	0	0
9	4	76	0	0	0	0	0
9	5	77	0	0	0	0	0
9	6	78	0	0	0	0	0
9	7	79	0	0	0	0	0
10	0	80	0	0	0	0	0
10	1	81	0	0	0	0	0
10	2	82	0	0	0	0	0
10	3	83	0	0	0	0	0
10	4	84	0	0	0	0	0
10	5	85	0	0	0	0	0
10	6	86	0	0	0	0	0
10	7	87	0	0	0	0	0
11	0	88	0	0	0	0	0
11	1	89	0	0	0	0	0
11	2	90	0	0	0	0	0
11	3	91	0	0	0	0	0
11	4	92	0	0	0	0	0
11	5	93	0	0	0	0	0
11	6	94	0	0	0	0	0
11	7	95	0	0	0	0	0
12	0	96	0	0	0	0	0
12	1	97	0	0	0	0	0
12	2	98	0	0	0	0	0
12	3	99	0	0	0	0	0
12	4	100	0	0	0	0	0
12	5	101	0	0	0	0	0
12	6	102	0	0	0	0	0
12	7	103	0	0	0	0	0
13	0	104	0	0	0	0	0
13	1	105	0	0	0	0	0
13	2	106	0	0	0	0	0
13	3	107	0	0	0	0	0
13	4	108	0	0	0	0	0
13	5	109	0	0	0	0	0
13	6	110	0	0	0	0	0
13	7	111	0	0	0	0	0
14	0	112	0	0	0	0	0
14	1	113	0	0	0	0	0
14	2	114	0	0	0	0	0
14	3	115	0	0	0	0	0
14	4	116	0	0	0	0	0
14	5	117	0	0	0	0	0
14	6	118	0	0	0	0	0
14	7	119	0	0	0	0	0
15	0	120	0	0	0	0	0
15	1	121	0	0	0	0	0
15	2	122	0	0	0	0	0
15	3	123	0	0	0	0	0
15	4	124	0	0	0	0	0
15	5	125	0	0	0	0	0
15	6	126	0	0	0	0	0
15	7	127	0	0	0	0	0
16	0	128	0	0	0	0	0
16	1	129	0	0	0	0	0
16	2	130	0	0	0	0	0
16	3	131	0	0	0	0	0
16	4	132	0	0	0	0	0
16	5	133	0	0	0	0	0
16	6	134	0	0	0	0	0
16	7	135	0	0	0	0	0
17	0	136	0	0	0	0	0
17	1	137	0	0	0	0	0
17	2	138	0	0	0	0	0
17	3	139	0	0	0	0	0
17	4	140	0	0	0	0	0
17	5	141	0	0	0	0	0
17	6	142	0	0	0	0	0
17	7	143	0	0	0	0	0
18	0	144	0	0	0	0	0
18	1	145	0	0	0	0	0
18	2	146	0	0	0	0	0
18	3	147	0	0	0	0	0
18	4	148	0	0	0	0	0
18	5	149	0	0	0	0	0
18	6	150	0	0	0	0	0
18	7	151	0	0	0	0	0
19	0	152	0	0	0	0	0
19	1	153	0	0	0	0	0
19	2	154	0	0	0	0	0
19	3	155	0	0	0	0	0
19	4	156	0	0	0	0	0
19	5	157	0	0	0	0	0
19	6	158	0	0	0	0	0
19	7	159	0	0	0	0	0
20	0	160	0	0	0	0	0
20	1	161	0	0	0	0	0
20	2	162	0	0	0	0	0
20	3	163	0	0	0	0	0
20	4	164	0	0	0	0	0
20	5	165	0	0	0	0	0
20	6	166	0	0	0	0	0
20	7	167	0	0	0	0	0
21	0	168	0	0	0	0	0
21	1	169	0	0	0	0	0
21	2	170	0	0	0	0	0
21	3	171	0	0	0	0	0
21	4	172	0	0	0	0	0
21	5	173	0	0	0	0	0
21	6	174	0	0	0	0	0
21	7	175	0	0	0	0	0
22	0	176	0	0	0	0	0
22	1	177	0	0	0	0	0
22	2	178	0	0	0	0	0
22	3	179	0	0	0	0	0
22	4	180	0	0	0	0	0
22	5	181	0	0	0	0	0
22	6	182	0	0	0	0	0
22	7	183	0	0	0	0	0
23	0	184	0	0	0	0	0
23	1	185	0	0	0	0	0
23	2	186	0	0	0	0	0
23	3	187	0	0	0	0	0
23	4	188	0	0	0	0	0
23	5	189	0	0	0	0	0
23	6	190	0	0	0	0	0
23	7	191	0	0	0	0	0
24	0	192	0	0	0	0	0
24	1	193	0	0	0	0	0
24	2	194	0	0	0	0	0
24	3	195	0	0	0	0	0
24	4	196	0	0	0	0	0
24	5	197	0	0	0	0	0
24	6	198	0	0	0	0	0
24	7	199	0	0	0	0	0
25	0	200	0	0	0	0	0
25	1	201	0	0	0	0	0
25	2	202	0	0	0	0	0
25	3	203	0	0	0	0	0
25	4	204	0	0	0	0	0
25	5	205	0	0	0	0	0
25	6	206	0	0	0	0	0
25	7	207	0	0	0	0	0
26	0	208	0	0	0	0	0
26	1	209	0	0	0	0	0
26	2	210	0	0	0	0	0
26	3	211	0	0	0	0	0
26	4	212	0	0	0	0	0
26	5	213	0	0	0	0	0
26	6	214	0	0	0	0	0
26	7	215	0	0	0	0	0
27	0	216	0	0	0	0	0
27	1	217	0	0	0	0	0
27	2	218	0	0	0	0	0
27	3	219	0	0	0	0	0
27	4	220	0	0	0	0	0
27	5	221	0	0	0	0	0
27	6	222	0	0	0	0	0
27	7	223	0	0	0	0	0
28	0	224	0	0	0	0	0
28	1	225	0	0	0	0	0
28	2	226	0	0	0	0	0
28	3	227	0	0	0	0	0
28	4	228	0	0	0	0	0
28	5	229	0	0	0	0	0
28	6	230	0	0	0	0	0
28	7	231	0	0	0	0	0
29	0	232	0	0	0	0	0
29	1	233	0	0	0	0	0
29	2	234	0	0	0	0	0
29	3	235	0	0	0	0	0
29	4	236	0	0	0	0	0
29	5	237	0	0	0	0	0
29	6	238	0	0	0	0	0
29	7	239	0	0	0	0	0
30	0	240	0	0	0	0	0
30	1	241	0	0	0	0	0
30	2	242	0	0	0	0	0
30	3	243	0	0	0	0	0
30	4	244	0	0	0	0	0
30	5	245	0	0	0	0	0
30	6	246	0	0	0	0	0
30	7	247	0	0	0	0	0
31	0	248	0	0	0	0	0
31	1	249	0	0	0	0	0
31	2	250	0	0	0	0	0
31	3	251	0	0	0	0	0
31	4	252	0	0	0	0	0
31	5	253	0	0	0	0	0
31	6	254	0	0	0	0	0
31	7	255	0	0	0	0	0
